"plant_no","leafP","leafP_val","plant_name.x.x","genus.x.x","family.x.x","leafN","leafN_val","plant_name.y.x","genus.y.x","family.y.x","plant_name","no_bugs","cl","clonality_state","plant_name.x.y","genus.x.y","family.x.y","dicliny","dicliny_val","plant_name.y.y","genus.y.y","family.y.y"
1720060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","HYDRILLA VERTICILLATA","HYDRILLA","HYDROCHARITACEAE","Dicliny","monoecious","HYDRILLA VERTICILLATA","HYDRILLA","HYDROCHARITACEAE"
1720060010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","HYDRILLA VERTICILLATA","HYDRILLA","HYDROCHARITACEAE","Dicliny","dioecious","HYDRILLA VERTICILLATA","HYDRILLA","HYDROCHARITACEAE"
1720070010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","LAGAROSIPHON MAJOR","LAGAROSIPHON","HYDROCHARITACEAE","Dicliny","dioecious","LAGAROSIPHON MAJOR","LAGAROSIPHON","HYDROCHARITACEAE"
1720090010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","dioecious","VALLISNERIA SPIRALIS","VALLISNERIA","HYDROCHARITACEAE"
1730010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"SCHEUCHZERIA PALUSTRIS",2,"Clonality: normal state","Rhizome far creeping","SCHEUCHZERIA PALUSTRIS","SCHEUCHZERIA","SCHEUCHZERIACEAE","Dicliny","hermaphrodite","SCHEUCHZERIA PALUSTRIS","SCHEUCHZERIA","SCHEUCHZERIACEAE"
1750010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIGLOCHIN MARITIMUM",9,"Clonality: normal state","Rhizome shortly creeping","TRIGLOCHIN MARITIMUM","TRIGLOCHIN","JUNCAGINACEAE","Dicliny","hermaphrodite","TRIGLOCHIN MARITIMUM","TRIGLOCHIN","JUNCAGINACEAE"
1750010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TRIGLOCHIN PALUSTRE",7,"Clonality: normal state","Rhizome far creeping","TRIGLOCHIN PALUSTRE","TRIGLOCHIN","JUNCAGINACEAE","Dicliny","hermaphrodite","TRIGLOCHIN PALUSTRE","TRIGLOCHIN","JUNCAGINACEAE"
1770010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POTAMOGETON NATANS",2,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON NATANS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON NATANS","POTAMOGETON","POTAMOGETONACEAE"
1770010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON POLYGONIFOLIUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON POLYGONIFOLIUS","POTAMOGETON","POTAMOGETONACEAE"
1770010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON COLORATUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON COLORATUS","POTAMOGETON","POTAMOGETONACEAE"
1770010040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON NODOSUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON NODOSUS","POTAMOGETON","POTAMOGETONACEAE"
1770010050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POTAMOGETON LUCENS",1,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON LUCENS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON LUCENS","POTAMOGETON","POTAMOGETONACEAE"
1770010060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON GRAMINEUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON GRAMINEUS","POTAMOGETON","POTAMOGETONACEAE"
1770010070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON ALPINUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON ALPINUS","POTAMOGETON","POTAMOGETONACEAE"
1770010080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON PRAELONGUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON PRAELONGUS","POTAMOGETON","POTAMOGETONACEAE"
1770010090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON PERFOLIATUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON PERFOLIATUS","POTAMOGETON","POTAMOGETONACEAE"
1770010100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","POTAMOGETON EPIHYDRUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON EPIHYDRUS","POTAMOGETON","POTAMOGETONACEAE"
1770010110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON FRIESII","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON FRIESII","POTAMOGETON","POTAMOGETONACEAE"
1770010120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON RUTILUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON RUTILUS","POTAMOGETON","POTAMOGETONACEAE"
1770010130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON PUSILLUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON PUSILLUS","POTAMOGETON","POTAMOGETONACEAE"
1770010140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON OBTUSIFOLIUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON OBTUSIFOLIUS","POTAMOGETON","POTAMOGETONACEAE"
1770010150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON BERCHTOLDII","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON BERCHTOLDII","POTAMOGETON","POTAMOGETONACEAE"
1770010160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON TRICHOIDES","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON TRICHOIDES","POTAMOGETON","POTAMOGETONACEAE"
1770010170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON COMPRESSUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON COMPRESSUS","POTAMOGETON","POTAMOGETONACEAE"
1770010180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Detaching ramets above ground, often axillary","POTAMOGETON ACUTIFOLIUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON ACUTIFOLIUS","POTAMOGETON","POTAMOGETONACEAE"
1770010190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POTAMOGETON CRISPUS",1,"Clonality: normal state","Rhizome far creeping","POTAMOGETON CRISPUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON CRISPUS","POTAMOGETON","POTAMOGETONACEAE"
1770010200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","POTAMOGETON FILIFORMIS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON FILIFORMIS","POTAMOGETON","POTAMOGETONACEAE"
1770010220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","POTAMOGETON PECTINATUS","POTAMOGETON","POTAMOGETONACEAE","Dicliny","hermaphrodite","POTAMOGETON PECTINATUS","POTAMOGETON","POTAMOGETONACEAE"
1770020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","GROENLANDIA DENSA","GROENLANDIA","POTAMOGETONACEAE","Dicliny","hermaphrodite","GROENLANDIA DENSA","GROENLANDIA","POTAMOGETONACEAE"
1780010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","RUPPIA MARITIMA","RUPPIA","RUPPIACEAE","Dicliny","hermaphrodite","RUPPIA MARITIMA","RUPPIA","RUPPIACEAE"
1780010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","RUPPIA CIRRHOSA","RUPPIA","RUPPIACEAE","Dicliny","hermaphrodite","RUPPIA CIRRHOSA","RUPPIA","RUPPIACEAE"
1800010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","ZOSTERA MARINA","ZOSTERA","ZOSTERACEAE","Dicliny","monoecious","ZOSTERA MARINA","ZOSTERA","ZOSTERACEAE"
1800010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","ZOSTERA MARINA","ZOSTERA","ZOSTERACEAE","Dicliny","hermaphrodite","ZOSTERA MARINA","ZOSTERA","ZOSTERACEAE"
1800010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","ZOSTERA ANGUSTIFOLIA","ZOSTERA","ZOSTERACEAE","Dicliny","hermaphrodite","ZOSTERA ANGUSTIFOLIA","ZOSTERA","ZOSTERACEAE"
1800010030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","ZOSTERA NOLTEI","ZOSTERA","ZOSTERACEAE"
1810020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Irregularly fragmenting (mainly water plants)","ZANNICHELLIA PALUSTRIS","ZANNICHELLIA","ZANNICHELLIACEAE","Dicliny","monoecious","ZANNICHELLIA PALUSTRIS","ZANNICHELLIA","ZANNICHELLIACEAE"
1820010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","NAJAS MARINA","NAJAS","NAJADACEAE","Dicliny","dioecious","NAJAS MARINA","NAJAS","NAJADACEAE"
1820010020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","NAJAS FLEXILIS","NAJAS","NAJADACEAE","Dicliny","monoecious","NAJAS FLEXILIS","NAJAS","NAJADACEAE"
1830010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","TOFIELDIA PUSILLA","TOFIELDIA","LILIACEAE","Dicliny","hermaphrodite","TOFIELDIA PUSILLA","TOFIELDIA","LILIACEAE"
1830020010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","NARTHECIUM OSSIFRAGUM","NARTHECIUM","LILIACEAE","Dicliny","hermaphrodite","NARTHECIUM OSSIFRAGUM","NARTHECIUM","LILIACEAE"
1830100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SIMETHIS PLANIFOLIA","SIMETHIS","LILIACEAE","Dicliny","hermaphrodite","SIMETHIS PLANIFOLIA","SIMETHIS","LILIACEAE"
1830130010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","PHORMIUM TENAX","PHORMIUM","LILIACEAE"
1830130016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","PHORMIUM COOKIANUM","PHORMIUM","LILIACEAE"
1830160140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","COLCHICUM AUTUMNALE","COLCHICUM","LILIACEAE","Dicliny","hermaphrodite","COLCHICUM AUTUMNALE","COLCHICUM","LILIACEAE"
1830190010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","LLOYDIA SEROTINA","LLOYDIA","LILIACEAE","Dicliny","hermaphrodite","LLOYDIA SEROTINA","LLOYDIA","LILIACEAE"
1830200030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","GAGEA LUTEA","GAGEA","LILIACEAE","Dicliny","hermaphrodite","GAGEA LUTEA","GAGEA","LILIACEAE"
1830200210,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","GAGEA BOHEMICA","GAGEA","LILIACEAE","Dicliny","hermaphrodite","GAGEA BOHEMICA","GAGEA","LILIACEAE"
1830220010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","TULIPA SYLVESTRIS","TULIPA","LILIACEAE"
1830230010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","FRITILLARIA MELEAGRIS","FRITILLARIA","LILIACEAE","Dicliny","hermaphrodite","FRITILLARIA MELEAGRIS","FRITILLARIA","LILIACEAE"
1830240010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","LILIUM MARTAGON","LILIUM","LILIACEAE","Dicliny","hermaphrodite","LILIUM MARTAGON","LILIUM","LILIACEAE"
1830240040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","LILIUM PYRENAICUM","LILIUM","LILIACEAE"
1830250010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ORNITHOGALUM PYRENAICUM","ORNITHOGALUM","LILIACEAE","Dicliny","hermaphrodite","ORNITHOGALUM PYRENAICUM","ORNITHOGALUM","LILIACEAE"
1830250240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ORNITHOGALUM ANGUSTIFOLIUM","ORNITHOGALUM","LILIACEAE","Dicliny","gynodioecious","ORNITHOGALUM ANGUSTIFOLIUM","ORNITHOGALUM","LILIACEAE"
1830250240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ORNITHOGALUM ANGUSTIFOLIUM","ORNITHOGALUM","LILIACEAE","Dicliny","hermaphrodite","ORNITHOGALUM ANGUSTIFOLIUM","ORNITHOGALUM","LILIACEAE"
1830270060,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","SCILLA VERNA","SCILLA","LILIACEAE","Dicliny","hermaphrodite","SCILLA VERNA","SCILLA","LILIACEAE"
1830270150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","SCILLA AUTUMNALIS","SCILLA","LILIACEAE","Dicliny","hermaphrodite","SCILLA AUTUMNALIS","SCILLA","LILIACEAE"
1830280010,"Mature leaf P concentration (mg/g)","2-3","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Mature leaf N concentration (mg/g)","20-30","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","HYACINTHOIDES NON-SCRIPTA",2,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE","Dicliny","hermaphrodite","HYACINTHOIDES NON-SCRIPTA","HYACINTHOIDES","LILIACEAE"
1830360110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","MUSCARI NEGLECTUM","MUSCARI","LILIACEAE","Dicliny","hermaphrodite","MUSCARI NEGLECTUM","MUSCARI","LILIACEAE"
1830380180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALLIUM SCHOENOPRASUM",4,"Clonality: normal state","Rhizome shortly creeping","ALLIUM SCHOENOPRASUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM SCHOENOPRASUM","ALLIUM","LILIACEAE"
1830380230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM ROSEUM","ALLIUM","LILIACEAE",NA,NA,NA,NA,NA
1830380350,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM TRIQUETRUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM TRIQUETRUM","ALLIUM","LILIACEAE"
1830380390,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALLIUM URSINUM",2,"Clonality: normal state","Little or no vegetative spread","ALLIUM URSINUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM URSINUM","ALLIUM","LILIACEAE"
1830380630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM OLERACEUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM OLERACEUM","ALLIUM","LILIACEAE"
1830380710,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM CARINATUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM CARINATUM","ALLIUM","LILIACEAE"
1830380870,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ALLIUM SCORODOPRASUM",2,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM SCORODOPRASUM","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM SCORODOPRASUM","ALLIUM","LILIACEAE"
1830380900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM SPHAEROCEPHALON","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM SPHAEROCEPHALON","ALLIUM","LILIACEAE"
1830380950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ALLIUM VINEALE","ALLIUM","LILIACEAE","Dicliny","hermaphrodite","ALLIUM VINEALE","ALLIUM","LILIACEAE"
1830420010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONVALLARIA MAJALIS",1,"Clonality: normal state","Rhizome far creeping","CONVALLARIA MAJALIS","CONVALLARIA","LILIACEAE","Dicliny","hermaphrodite","CONVALLARIA MAJALIS","CONVALLARIA","LILIACEAE"
1830430010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","MAIANTHEMUM BIFOLIUM","MAIANTHEMUM","LILIACEAE","Dicliny","hermaphrodite","MAIANTHEMUM BIFOLIUM","MAIANTHEMUM","LILIACEAE"
1830460010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","POLYGONATUM VERTICILLATUM","POLYGONATUM","LILIACEAE","Dicliny","hermaphrodite","POLYGONATUM VERTICILLATUM","POLYGONATUM","LILIACEAE"
1830460040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONATUM MULTIFLORUM",1,"Clonality: normal state","Rhizome far creeping","POLYGONATUM MULTIFLORUM","POLYGONATUM","LILIACEAE","Dicliny","andromonoecious","POLYGONATUM MULTIFLORUM","POLYGONATUM","LILIACEAE"
1830460040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONATUM MULTIFLORUM",1,"Clonality: normal state","Rhizome far creeping","POLYGONATUM MULTIFLORUM","POLYGONATUM","LILIACEAE","Dicliny","hermaphrodite","POLYGONATUM MULTIFLORUM","POLYGONATUM","LILIACEAE"
1830460050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"POLYGONATUM ODORATUM",1,"Clonality: normal state","Rhizome far creeping","POLYGONATUM ODORATUM","POLYGONATUM","LILIACEAE","Dicliny","hermaphrodite","POLYGONATUM ODORATUM","POLYGONATUM","LILIACEAE"
1830470010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome far creeping","PARIS QUADRIFOLIA","PARIS","LILIACEAE","Dicliny","hermaphrodite","PARIS QUADRIFOLIA","PARIS","LILIACEAE"
1830480130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASPARAGUS OFFICINALIS",1,"Clonality: normal state","Little or no vegetative spread","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE","Dicliny","andromonoecious","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE"
1830480130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ASPARAGUS OFFICINALIS",1,"Clonality: normal state","Little or no vegetative spread","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE","Dicliny","dioecious","ASPARAGUS OFFICINALIS","ASPARAGUS","LILIACEAE"
1830490010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","RUSCUS ACULEATUS","RUSCUS","LILIACEAE","Dicliny","dioecious","RUSCUS ACULEATUS","RUSCUS","LILIACEAE"
1830490010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","RUSCUS ACULEATUS","RUSCUS","LILIACEAE","Dicliny","andromonoecious","RUSCUS ACULEATUS","RUSCUS","LILIACEAE"
1850030070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","LEUCOJUM VERNUM","LEUCOJUM","LILIACEAE","Dicliny","hermaphrodite","LEUCOJUM VERNUM","LEUCOJUM","LILIACEAE"
1850030080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","LEUCOJUM AESTIVUM","LEUCOJUM","LILIACEAE","Dicliny","hermaphrodite","LEUCOJUM AESTIVUM","LEUCOJUM","LILIACEAE"
1850040010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","GALANTHUS NIVALIS","GALANTHUS","LILIACEAE","Dicliny","hermaphrodite","GALANTHUS NIVALIS","GALANTHUS","LILIACEAE"
1850060220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","NARCISSUS PSEUDONARCISSUS","NARCISSUS","LILIACEAE","Dicliny","hermaphrodite","NARCISSUS PSEUDONARCISSUS","NARCISSUS","LILIACEAE"
1860030010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","TAMUS COMMUNIS","TAMUS","DIOSCOREACEAE","Dicliny","dioecious","TAMUS COMMUNIS","TAMUS","DIOSCOREACEAE"
1880010010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Little or no vegetative spread","SISYRINCHIUM BERMUDIANA","SISYRINCHIUM","IRIDACEAE","Dicliny","hermaphrodite","SISYRINCHIUM BERMUDIANA","SISYRINCHIUM","IRIDACEAE"
1880030050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IRIS FOETIDISSIMA",2,"Clonality: normal state","Rhizome shortly creeping","IRIS FOETIDISSIMA","IRIS","IRIDACEAE","Dicliny","hermaphrodite","IRIS FOETIDISSIMA","IRIS","IRIDACEAE"
1880030060,"Mature leaf P concentration (mg/g)","2-3","IRIS PSEUDACORUS","IRIS","IRIDACEAE","Mature leaf N concentration (mg/g)","10-20","IRIS PSEUDACORUS","IRIS","IRIDACEAE","IRIS PSEUDACORUS",25,"Clonality: normal state","Rhizome far creeping","IRIS PSEUDACORUS","IRIS","IRIDACEAE","Dicliny","hermaphrodite","IRIS PSEUDACORUS","IRIS","IRIDACEAE"
1880030070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","IRIS VERSICOLOR","IRIS","IRIDACEAE"
1880070070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","CROCUS VERNUS","CROCUS","IRIDACEAE"
1880070340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","CROCUS NUDIFLORUS","CROCUS","IRIDACEAE"
1880080080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Tuberous or bulbous slowly cloning by offsets","ROMULEA COLUMNAE","ROMULEA","IRIDACEAE","Dicliny","hermaphrodite","ROMULEA COLUMNAE","ROMULEA","IRIDACEAE"
1880090020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","CROCOSMIA X CROCOSMIIFLORA","CROCOSMIA","IRIDACEAE"
1880100010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clonality: normal state","Rhizome shortly creeping","GLADIOLUS ILLYRICUS","GLADIOLUS","IRIDACEAE","Dicliny","hermaphrodite","GLADIOLUS ILLYRICUS","GLADIOLUS","IRIDACEAE"
1880110019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicliny","hermaphrodite","CROCOSMIA PANICULATA","CROCOSMIA","IRIDACEAE"
